69,"['obama', 'not', 'make', 'eye', 'contact']"
70,"['obama', 'not', 'win', 'gonna', 'lotta', 'lack', 'money', 'root', 'evil']"
71,"['townhallquestions', 'mr', 'obama', 'someone', 'else', 'help', 'brother', 'kenya', 'many', 'others', 'yur', 'job']"
72,"['join', 'support', 'support', 'president', 'obama', 'agenda', 'via']"
73,"['president', 'obama', 'need', 'understand', 'win', 'second', 'term', 'white', 'house', 'not', 'nice', 'republicans', 'anymore']"
74,"['japan', 'set', 'become', 'biggest', 'foreign', 'creditor', 'think', 'forget', 'us', 'nuke', 'obama', 'give', 'us', 'enemies']"
75,"['barack', 'obama', 'go', 'america']"
76,"['voters', 'would', 'rather', 'leave', 'baby', 'obama', 'romney', 'imbecilna', 'predizborna', 'istra', 'ivanja', 'cont']"
77,"['amerian', 'would', 'vote', 'obama']"
78,"['highly', 'doubt', 'barack', 'not', 'another', 'black', 'president', 'long', 'time']"
79,"['hate', 'fact', 'people', 'feel', 'every', 'black', 'person', 'support', 'obama', 'simply', 'black']"
80,"['pshh', 'go', 'somewhere', 'obama', 'shit']"
81,"['obama', 'mentor', 'teen', 'young', 'adult', 'frank', 'marshall', 'davis', 'look', 'name', 'real', 'quick']"
82,"['obama', 'world', 'israelis', 'think', 'obama', 'favor', 'israel', 'palestinians']"
83,"['dirty', 'amp', 'incestuous', 'relationship', 'exist', 'obama', 'amp', 'clinton']"
84,"['future', 'hand', 'not', 'let', 'white', 'mother', 'fucka', 'win', 'vote', 'obama']"
85,"['koch', 'brothers', 'threaten', 'fire', 'employees', 'obama', 'win', 'via']"
86,"['hes', 'worth', 'obama', 'win', 'lose', 'millions', 'tax', 'romney', 'win', 'gain', 'millions', 'obviously', 'objective', 'bias', 'article']"
87,"['obama', 'need', 'great', 'performance', 'could', 'flip', 'back', 'co', 'lose', 'oh', 'tonight', 'race']"
88,"['one', 'women', 'think', 'obama', 'end', 'terror', 'not', 'fort', 'hood', 'shoot', 'workplace', 'violence']"
89,"['last', 'campaign', 'obama', 'yes', 'change']"
90,"['amaze', 'list', 'obama', 'economic', 'failures', 'note', 'one', 'type', 'drop', 'zero', 'median', 'home', 'price', 'detroit']"
91,"['predict', 'obama', 'channel', 'joe', 'debate', 'fall', 'even', 'poll']"
92,"['hillary', 'another', 'bump', 'road', 'obama', 'runaway', 'bus']"
93,"['susan', 'rice', 'comment', 'video', 'influence', 'obama', 'campaign']"
94,"['pres', 'obama', 'tonight', 'debate', 'never', 'eat', 'fluffy', 'woof', 'mean', 'romney', 'air', 'not', 'eat']"
95,"['tremendous', 'faith', 'pres', 'obama', 'not', 'let', 'particular', 'always', 'back', 'matter']"
96,"['acspollen', 'genius', 'obama', 'change', 'watch', 'great']"
97,"['obama', 'amp', 'biden', 'keep', 'say', 'respect', 'world', 'not', 'get', 'korea', 'table']"
98,"['sheesh', 'lie', 'right', 'obama', 'falsely', 'claim', 'get', 'back', 'every', 'dime', 'bailout', 'money', 'day', 'report', 'billion', 'loss']"
99,"['every', 'grandpare', 'not', 'obama', 'sticker', 'car', 'ought', 'hate', 'grandkids', 'sticker', 'underneath']"
100,"['matter', 'way', 'obama', 'attempt', 'bloviate', 'tonight', 'baggage', 'amp', 'americans', 'live', 'not', 'talk', 'way']"
101,"['tonights', 'debate', 'not', 'go', 'help', 'obama', 'way']"
102,"['obama', 'actual', 'safest']"
103,"['obama', 'may', 'not', 'socialist', 'strict', 'dictionary', 'definition', 'sure', 'head', 'country', 'direction']"
104,"['obama', 'tonight', 'wanna', 'see', 'less', 'king', 'malcolm']"
105,"['obama', 'fuel', 'standards', 'shape', 'future', 'transportation']"
106,"['pressure', 'obama', 'check', 'romney', 'surge', 'ny', 'debate', 'fox', 'news']"
107,"['thank', 'obama', 'class', 'today']"
108,"['not', 'believe', 'real', 'ross', 'produce', 'support', 'chart', 'ross', 'perot', 'endorse', 'romney', 'president']"
109,"['obama', 'promise', 'remind', 'high', 'school', 'kid', 'run', 'class', 'president', 'put', 'coke', 'machine', 'cafeteria']"
110,"['show', 'picture', 'obama', 'yr', 'class', 'lot', 'know', 'name', 'none', 'know', 'could', 'name', 'one', 'direction', 'not', 'know', 'olympians']"
111,"['not', 'strong', 'personal', 'professional', 'convictions', 'resume', 'builder', 'not', 'pimp', 'america', 'go', 'cruise']"
112,"['barack', 'wit', 'tits', 'obama']"
113,"['ban', 'cnn', 'house', 'long', 'time', 'ago', 'prove', 'cnn', 'host', 'go', 'battle', 'obama']"
114,"['romney', 'obama', 'obama']"
115,"['green', 'energy', 'loan', 'go', 'obama', 'donors', 'least', 'green', 'energy', 'company', 'go', 'bust']"
116,"['kareen', 'obama', 'not', 'win', 'white', 'people', 'furious', 'ask', 'kid', 'get', 'kidnap']"
117,"['way', 'obama', 'win', 'fraud', 'voter', 'fraud', 'way', 'america', 'destruction', 'chuck', 'norris', 'page']"
118,"['go', 'obama']"
119,"['romney', 'get', 'smart', 'tonight', 'obama', 'slowly', 'walk', 'uppercut']"
120,"['obama', 'gettin', 'vote', 'cause', 'hes', 'black']"
121,['obama']
122,"['days', 'election', 'day', 'ready', 'cheer', 'president', 'obama', 'tonight', 'debate']"
123,"['arm', 'force', 'show', 'overwhelm', 'support', 'obama', 'opensecrets', 'blog', 'opensecrets']"
124,"['president', 'obama', 'policies', 'last', 'years', 'block', 'congress', 'could', 'help']"
125,"['obama', 'try', 'bend', 'town', 'hall', 'debate', 'format', 'advantage']"
126,"['dick', 'morris', 'momentum', 'shift', 'toward', 'romney', 'strategic', 'error', 'obama', 'campaign']"
127,"['debatepredictions', 'big', 'bird', 'not', 'save', 'obama', 'look', 'like', 'total', 'embarrassment', 'regard', 'benghazi', 'cover']"
128,"['something', 'know', 'obama', 'not', 'really', 'like', 'people', 'throw', 'people', 'bus', 'easily']"
129,"['hop', 'tonight', 'obama', 'go', 'wu', 'tang', 'clan', 'romney']"
130,"['top', 'reason', 'via', 'tube', 'clearly', 'state', 'agenda', 'obama']"
131,"['love', 'poll', 'report', 'news', 'obama', 'lead', 'say', 'important']"
132,"['senate', 'hopeful', 'thompson', 'say', 'send', 'obama', 'back', 'kenya', 'yahoo', 'news', 'via']"
133,"['get', 'obama', 'let', 'romney']"
134,"['everyone', 'able', 'vote', 'obama', 'vs', 'romney', 'choose', 'vote', 'romney', 'would', 'never', 'speak']"
135,"['obama', 'okay', 'go', 'air', 'take', 'responsibility', 'bottom', 'line', 'loyalty', 'agree']"
136,"['justify', 'action', 'world', 'dread', 'terrorist', 'obama', 'take', 'side', 'terrorism']"
137,"['ever', 'kid', 'tell', 'barack', 'obama', 'terrible', 'president']"
138,"['obama', 'mins', 'away', 'drive', 'thru', 'not', 'good', 'look', 'day']"
139,"['obama', 'lose', 'debate', 'tonight', 'lie', 'cover', 'up', 'leadership']"
140,"['today', 'barack', 'obama', 'mislead', 'debate', 'bear', 'alive', 'infants', 'protection', 'act', 'abortion']"
141,"['scholastic', 'news', 'obama', 'win', 'theyhave', 'wrong', 'elections', 'right', 'since', 'nixon']"
142,"['hope', 'ppl', 'smarter', 'vote', 'obama', 'cuz', 'hes', 'black', 'knw', 'vote', 'black', 'guy']"
143,"['may', 'feel', 'like', 'obama', 'bag', 'especially', 'md', 'never', 'get', 'comfortable', 'not', 'every', 'last', 'damn', 'vote', 'account']"
144,"['obama', 'puppet', 'perform', 'top', 'obama', 'conspiracy', 'videos']"
145,"['wrong', 'reagan', 'jfk', 'reagan', 'inherit', 'worse', 'economy', 'obama']"
146,"['reporter', 'aware', 'michelle', 'vote', 'yesterday', 'obama', 'turn', 'yell', 'back', 'thank', 'goodness']"
147,"['obama', 'deliver', 'pizza', 'volunteer', 'campaign', 'workers', 'weekend', 'obviously', 'prepare', 'life', 'private', 'sector']"
148,"['vote', 'president', 'obama', 'last', 'time', 'around', 'disappoint', 'job', 'piss', 'poor', 'president', 'thank']"
149,"['us', 'elections', 'pressure', 'obama', 'ahead', 'rematch', 'romney']"
150,"['obama', 'unleash', 'alter', 'ego', 'debate', 'last', 'time', 'forget', 'pimp', 'cane', 'hold', 'back']"
151,"['hey', 'obama', 'suck', 'ass']"
152,"['obama', 'move', 'force', 'position', 'attack', 'terrorists', 'ryan', 'wash', 'clean', 'pot', 'amp', 'romney', 'tell', 'obama']"
153,"['smart', 'women', 'know', 'obama', 'say', 'policies', 'would', 'cause', 'energy', 'price', 'skyrocket', 'mean']"
154,"['get', 'excite', 'obama', 'visit', 'tomorrow', 'read']"
155,"['would', 'like', 'reiterate', 'answer', 'anything', 'obama', 'say', 'tomorrow', 'libya', 'trillion']"
156,"['obama', 'find', 'intelligence', 'patsy', 'take', 'blame', 'bogus', 'video', 'excuse', 'benghazi', 'attack', 'obama', 'lie']"
157,"['closer', 'get', 'election', 'obama', 'want', 'prove', 'fight']"
158,"['former', 'aide', 'obama', 'stun', 'politics', 'really', 'like', 'people', 'via', 'ouch']"
159,"['shes', 'try', 'take', 'flak', 'obama', 'since', 'try', 'get', 'reelect']"
160,"['obama', 'promise', 'cut', 'deficit', 'spend', 'bunch', 'money', 'education', 'green', 'energy', 'create', 'job', 'hear']"
161,"['good', 'luck', 'obama', 'drink', 'bite', 'drink', 'last', 'week']"
162,"['hello', 'bush', 'americans', 'kill', 'quada', 'american', 'soil', 'obama', 'americans', 'kill', 'libya', 'next', 'question']"
163,"['tax', 'ridiculous', 'monthly', 'paycheck', 'whittle', 'like', 'tell', 'obama', 'tell', 'kevin', 'rogers']"
164,"['terrorist', 'obama']"
165,"['obama', 'fine']"
166,"['people', 'love', 'say', 'vote', 'obama', 'cause', 'black', 'well', 'vote', 'black', 'lol']"
167,"['wi', 'gop', 'mailer', 'obama', 'not', 'build', 'comment', 'mean', 'believe', 'government', 'build', 'businesses', 'false']"
168,"['celebrities', 'help', 'obama', 'make', 'close', 'argument']"
169,"['love', 'people', 'passionate', 'politics', 'obama', 'gonna', 'fuck', 'country', 'like', 'dude', 'let', 'eat', 'burrito', 'peace']"
170,"['not', 'true', 'murray', 'obama', 'lie', 'even', 'liberal', 'media', 'call', 'reality', 'obama', 'raise', 'tax']"
171,['obama']
172,"['yes', 'think', 'obama', 'really', 'start', 'look', 'leak', 'docs', 'obama', 'make', 'deal', 'hillary', 'like']"
173,"['haha', 'doctor', 'one', 'cool', 'ass', 'dude', 'swear', 'talk', 'shit', 'mom', 'obama', 'supporters', 'lmao']"
174,"['fuck', 'communism', 'fuck', 'fdr', 'fuck', 'obama']"
175,"['dear', 'president', 'obama', 'not', 'stop', 'house', 'way', 'back', 'hofstra', 'ihave', 'get', 'suggestions']"
176,"['feel', 'fabulous', 'look', 'beautiful', 'day', 'president', 'obama', 'ask', 'feel', 'tonight', 'pool']"
177,"['quick', 'fix', 'devastate', 'country', 'busg', 'give', 'obama']"
178,"['absolutely', 'right', 'nightmare', 'obama', 'elect']"
179,"['prediction', 'matter', 'happen', 'tonight', 'debate', 'obama', 'pronounce', 'winner', 'progmedia', 'stories', 'already', 'write']"
180,"['politicians', 'fail', 'obama', 'mr', 'get', 'yr', 'info', 'guttmacher']"
181,"['obama', 'likely', 'blow', 'second', 'debate']"
182,"['bad', 'obama', 'economy', 'gdp', 'growth', 'worse', 'cuba']"
183,"['hope', 'obama', 'show', 'time', 'leave', 'not', 'make', 'excuse', 'like', 'altitude', 'race', 'reason', 'teleprompterman', 'fail']"
184,"['uninstalling', 'obama', 'complete']"
185,"['president', 'need', 'channel', 'little', 'biden', 'tonight', 'debate', 'need', 'go', 'obama', 'bama']"
186,"['obama', 'not', 'do', 'shit', 'four', 'years', 'romney', 'fuck', 'crazy', 'hmmm', 'choose']"
187,"['obama', 'not', 'aggressive', 'connect', 'tonight', 'people', 'watch', 'see', 'engage']"
188,"['misanthrope', 'obama', 'former', 'aide', 'obama', 'stun', 'politics', 'really', 'like', 'people']"
189,"['president', 'black', 'twitter', 'blue', 'vote', 'obama', 'fuck', 'romeny', 'gonna']"
190,"['president', 'obama', 'real', 'solutions', 'problems', 'face', 'make', 'stuff', 'go', 'along']"
191,"['join', 'support', 'support', 'president', 'obama', 'senate', 'democrats', 'via']"
192,"['mean', 'not', 'get', 'obama', 'starbucks', 'card']"
193,"['certainly', 'hope', 'government', 'transparency', 'come', 'tonight', 'anyone', 'believe', 'obama', 'admin', 'transpare', 'not']"
194,"['obama', 'get', 'problems', 'via']"
195,"['ross', 'perot', 'not', 'afford', 'obama', 'moines', 'register']"
196,"['youtube', 'skip', 'obama', 'not', 'romney', 'foul']"
197,"['obama', 'love', 'america', 'like', 'oj', 'love', 'nicole']"
198,"['america', 'not', 'obama', 'uk', 'pls', 'look']"
199,"['pray', 'president', 'obama', 'amp', 'america', 'win', 'tonight', 'debate', 'amp', 'election', 'romney', 'wd', 'devastate', 'worse', 'bush', 'obama']"
200,"['nooo', 'sad', 'shoot', 'school', 'girl', 'head', 'support', 'obama', 'eish']"
201,"['obama', 'double', 'deceit', 'fraud', 'lie', 'coverup', 'invoke', 'exec', 'privilege']"
202,"['sweet', 'obama', 'crew', 'issue', 'stab', 'baby', 'head', 'kill']"
203,"['yes', 'obama', 'plan', 'full', 'detail', 'soon', 'see', 'plan']"
204,"['already', 'know', 'one', 'black', 'people', 'get', 'take', 'take', 'look', 'sport', 'thing', 'office', 'obama', 'years']"
205,"['president', 'obama', 'job', 'council', 'create', 'job', 'republicans', 'stand', 'block', 'pbo', 'job', 'plan']"
206,"['tell', 'call', 'lie', 'tues', 'debate', 'people', 'health', 'insurance']"
207,"['obama', 'endorse', 'fail', 'one', 'way', 'streets', 'mindsets']"
208,"['obama', 'sorta', 'already', 'not', 'hood', 'voice']"
209,"['obama', 'great', 'math', 'divide', 'country', 'subtract', 'job', 'add', 'debt', 'amp', 'multiply', 'misery']"
210,"['hillary', 'fell', 'sword', 'obama']"
211,"['hillary', 'fall', 'sword', 'buck', 'stop', 'obama', 'desk', 'right', 'vegas', 'fund', 'raiser', 'day', 'people', 'die']"
212,"['find', 'pretty', 'cool', 'obama', 'visit', 'little', 'athens', 'ohio', 'ohio', 'university', 'one', 'hear', 'athens', 'probably']"
213,"['say', 'link', 'exactly', 'think', 'obama', 'obama', 'not', 'people']"
214,"['gasoline', 'price', 'double', 'obama', 'billboard', 'say']"
215,"['obama', 'travel', 'plan', 'show', 'map', 'wide', 'open']"
216,"['pay', 'obama', 'victory', 'fund', 'suppose', 'send', 'positive', 'message']"
217,"['drama', 'vote', 'obama', 'hoodies']"
218,"['confident', 'obama', 'help', 'continue']"
219,"['obama', 'able', 'back', 'pedal']"
220,"['need', 'miracle', 'new', 'not', 'believe']"
221,"['early', 'say', 'obama', 'not', 'well', 'today', 'go', 'riot']"
222,"['ex', 'obama', 'aide', 'stun', 'politics', 'really', 'not', 'like', 'people']"
223,"['herald', 'many', 'obama', 'supporters', 'brown', 'actually', 'homeless', 'people', 'pay', 'campaign']"
224,"['seriously', 'kind', 'magic', 'conjure', 'order', 'fix', 'obama', 'break']"
225,"['obama', 'go', 'lose', 'tonight', 'debate']"
226,"['outline', 'specifically', 'grip', 'bo', 'obama', 'apologist', 'positively', 'churchillian', 'comparison']"
227,"['neverforget', 'obama', 'admit', 'lie']"
228,"['president', 'barack', 'obama', 'weigh', 'mariah', 'carey', 'nicki', 'minaj', 'feud', 'president', 'barack', 'obama', 'better', 'things', 'sure']"
229,"['go', 'believe', 'certify', 'liar', 'obama', 'rich', 'guy', 'romney', 'go', 'rich', 'guy', 'lol']"
230,"['vote', 'romney', 'thank']"
231,"['hear', 'honey', 'boo', 'boo', 'support', 'obama']"
232,"['obama', 'elect', 'president', 'cry', 'amp', 'white', 'guy', 'next']"
233,"['give', 'win', 'matter', 'make', 'repeat', 'focus', 'tax', 'return']"
234,"['obama', 'investment', 'money', 'unsustainable', 'green', 'job', 'continue']"
235,"['obama', 'better', 'not', 'suck', 'debate', 'tonight', 'feel', 'like', 'sleep']"
236,"['tire', 'listen', 'democrats', 'office', 'talk', 'great', 'obama', 'open', 'eye', 'drive', 'us', 'iceberg']"
237,"['obama', 'need', 'less', 'polite', 'tonight', 'point', 'bullshit', 'romney', 'ticket', 'shame', 'romney', 'win', 'base', 'lie']"
238,"['obama', 'might', 'lose']"
239,"['obama', 'pick', 'another', 'loser', 'green', 'investment']"
240,"['obama', 'policy', 'taxmagedon', 'intentional', 'insistent', 'inaction', 'response', 'outrage']"
241,"['get', 'watch', 'tonight', 'presidential', 'debate', 'volunteer', 'center', 'obama', 'campaign']"
242,"['wonder', 'much', 'negroes', 'would', 'like', 'obama', 'not', 'black', 'since', 'always', 'say', 'not', 'factor']"
243,"['ask', 'vote', 'response', 'obama', 'need', 'financial', 'aid', 'food', 'stamp', 'lmfao']"
244,"['obama', 'legalize', 'weed', 'right', 'last', 'term', 'lol']"
245,"['benghazi', 'come', 'tell', 'obama', 'wait', 'obama', 'go', 'find', 'hillary', 'take', 'question']"
246,"['not', 'think', 'obama', 'promote', 'support', 'jay', 'make', 'conspiracy', 'theorists', 'go', 'wild']"
247,"['obama', 'brace', 'would', 'truly', 'real', 'life', 'beavis', 'butthead']"
248,"['ryan', 'not', 'even', 'successfully', 'pretend', 'poor', 'people', 'least', 'obama', 'bid', 'fake', 'sometimes']"
249,"['obama', 'new', 'america', 'language', 'chgd', 'constitution', 'tread', 'upon', 'laws', 'break', 'frequently', 'amp', 'lie', 'present', 'truth', 'romney']"
250,"['hillary', 'campaign', 'game', 'honestly', 'take', 'responsibility', 'would', 'do', 'day', 'one', 'drop', 'obama']"
251,"['obama', 'still', 'not', 'explain', 'obamacare', 'good', 'thing', 'turn', 'around', 'economy', 'plan', 'attack', 'romney']"
252,"['us', 'employment', 'news', 'romney', 'lead', 'obama', 'economy', 'job', 'deficit', 'poll', 'find', 'bizjournals', 'follow', 'warren', 'today']"
253,"['wish', 'could', 'vote', 'american', 'election', 'vote', 'obama', 'not', 'get', 'shout']"
254,"['not', 'obama', 'black', 'shitty', 'president']"
255,"['romneydebatetips', 'obama', 'bring', 'gm', 'ask', 'whether', 'investors', 'get', 'screw', 'bailout', 'sue', 'yet']"
256,"['feel', 'fabulous', 'obama', 'say', 'pool', 'look', 'beautiful', 'day', 'ask', 'hillary', 'blame', 'benghazi', 'keep', 'walk']"
257,"['hope', 'obama', 'bring', 'game', 'nite']"
258,"['oh', 'shock', 'president', 'obama', 'lie', 'rev', 'wright', 'disappoint', 'hahahahahahaahaha']"
259,"['obama', 'doctrine', 'leadership', 'bow']"
260,"['hillary', 'obama', 'engender', 'sort', 'fealty', 'like', 'inept', 'civil', 'servant']"
261,"['obama', 'not', 'go', 'higher', 'jay']"
262,"['obama', 'back', 'plan', 'lmfao', 'die', 'shit', 'funny']"
263,"['hopeful', 'president', 'obama', 'retroactively', 'kick', 'romney', 'good', 'ass', 'debate', 'tonight']"
264,"['indep', 'latino', 'feel', 'positive', 'president', 'obama', 'tonight', 'hope', 'sensata', 'account', 'tax']"
265,"['obama', 'show', 'way']"
266,"['obama', 'lose', 'pack', 'shit', 'move', 'bikini', 'bottom', 'fuck', 'bullshit']"
267,"['obama', 'lose', 'lead', 'battleground', 'state', 'women', 'flock', 'romney', 'via', 'crap']"
268,"['vote', 'obama', 'hahaa']"
269,"['obama', 'joke']"
270,"['proud', 'apart', 'team', 'grass', 'root', 'youth', 'team', 'obama', 'credit', 'much', 'success']"
271,"['things', 'would', 'get', 'tattoo', 'vote', 'barack', 'obama']"
272,"['obama', 'deserve', 'american', 'currency']"
273,"['glad', 'obama', 'not', 'take', 'side', 'pending', 'crisis', 'potus', 'weigh', 'nicki', 'mariah', 'beef']"
274,"['vote', 'obama', 'ask', 'say', 'guy', 'clueless', 'liar', 'amp', 'lack', 'responsible', 'tangible', 'assets', 'leader', 'need']"
275,"['benghazi', 'obama', 'hide', 'fact', 'valeriej', 'attend', 'sec', 'brief', 'make', 'decisions', 'obama', 'delegate', 'amer', 'safety']"
276,"['obama', 'point', 'us', 'right', 'direction', 'ultimately', 'make', 'change']"
277,"['presidential', 'debate', 'tonight', 'obama', 'vs', 'romney', 'obama', 'call', 'lie', 'easy', 'victory']"
278,"['obama', 'pick', 'another', 'loser', 'green', 'investment']"
279,"['obama', 'ultimate', 'white', 'problem']"
280,"['obama', 'secure', 'important', 'farrakhan', 'endorsement']"
281,"['real', 'message', 'democrats', 'promote', 'republican', 'women', 'obama', 'think', 'women', 'dumb']"
282,"['obama', 'need', 'get', 'drink', 'coke', 'get', 'dementia', 'tonight', 'debate', 'like', 'biden', 'last', 'week', 'agree']"
283,"['obama', 'need', 'practice', 'debate', 'bully', 'biden', 'get', 'embarrass']"
284,"['offical', 'barrack', 'obama', 'get', 'endorsement', 'honey', 'boo', 'boo', 'better', 'redneckonize']"
